BPCOD,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_9,BP1_11,BP1_34
5,12,27,4,4,5,1,4,2000
7,1,27,4,1,5,NA,NA,44000
4,3,27,4,1,2,NA,NA,1000
6,9,27,4,3,2,NA,NA,1500
3,12,27,4,3,1,NA,NA,5000
6,11,27,4,2,5,NA,NA,2000
5,4,27,4,1,1,1,3,3000
9,2,27,4,2,4,1,5,0
8,7,27,4,3,2,NA,NA,1000
13,2,27,4,3,2,1,6,0
8,6,27,4,1,4,NA,NA,60000
6,11,27,4,3,8,NA,NA,6400
10,7,27,4,3,2,1,6,NA
11,2,27,4,4,1,2,5,15000
9,8,27,4,2,1,1,5,0
9,7,27,4,2,3,NA,NA,NA
4,3,27,4,4,2,NA,NA,400
5,6,27,4,2,1,2,3,10000
2,1,27,4,3,5,NA,NA,7000
2,7,27,4,1,1,NA,NA,3000
10,2,27,4,2,2,NA,NA,NA
5,3,27,4,1,1,2,3,6500
7,10,27,4,3,2,NA,NA,NA
5,9,27,4,3,5,2,3,3000
7,12,27,4,1,8,NA,NA,6000
6,1,27,4,2,8,NA,NA,20000
9,11,27,4,1,3,1,9,0
7,3,27,4,2,8,NA,NA,300
5,11,27,4,3,1,6,9,5000
6,10,27,4,3,2,NA,NA,1200
2,4,27,4,4,1,NA,NA,1500
8,12,27,4,3,1,NA,NA,300
5,10,27,4,2,1,2,4,3000
2,12,27,4,2,5,NA,NA,2000
9,4,27,4,3,2,NA,NA,0
9,12,27,4,3,3,NA,NA,NA
10,2,27,4,2,2,NA,NA,0
9,7,27,4,2,3,NA,NA,NA
5,12,27,4,4,6,1,4,23000
4,9,27,4,2,2,1,3,0
7,11,27,4,2,3,NA,NA,600
13,2,27,4,3,8,1,3,0
8,12,27,4,2,2,NA,NA,0
2,2,27,4,2,1,NA,NA,4000
10,12,27,4,4,5,1,5,0
10,8,27,4,9,3,2,5,NA
5,12,27,4,2,1,1,3,10000
4,11,27,4,4,2,NA,NA,NA
9,8,27,4,9,2,2,5,NA
5,7,27,4,2,5,1,6,NA
6,2,27,4,4,2,NA,NA,200
5,3,27,4,2,4,3,5,0
5,1,27,4,1,1,3,3,3600
5,1,27,4,3,6,3,4,500
7,6,27,4,3,4,NA,NA,12000
9,12,27,4,2,2,NA,NA,NA
5,9,27,4,4,4,1,4,600
2,5,27,4,2,1,NA,NA,5000
9,12,27,4,1,3,NA,NA,0
6,2,27,4,3,2,NA,NA,1500
4,11,27,4,4,2,NA,NA,0
13,2,27,4,1,5,1,6,0
2,5,27,4,3,1,NA,NA,10000
5,10,27,4,2,1,1,4,1000
3,10,27,4,1,1,NA,NA,2000
15,7,27,4,2,1,6,8,10000
2,4,27,4,2,1,NA,NA,500
12,11,27,4,4,6,3,5,0
10,2,27,4,1,3,NA,NA,NA
11,9,27,4,3,1,1,5,0
11,12,27,4,3,2,1,4,0
2,9,27,4,2,1,NA,NA,NA
7,11,27,4,3,8,NA,NA,3000
2,12,27,4,3,5,NA,NA,3000
7,2,27,4,1,2,NA,NA,200
5,4,27,4,2,5,2,4,6000
4,12,27,4,1,2,1,6,NA
5,6,27,4,2,1,2,5,1500
2,8,27,4,3,1,NA,NA,2000
4,9,27,4,4,2,NA,NA,1200
10,1,27,4,3,3,1,4,NA
9,12,27,4,3,3,1,5,NA
9,12,27,4,1,1,1,6,0
12,2,27,4,3,5,3,3,0
6,12,27,4,4,2,NA,NA,400
7,3,27,4,2,8,NA,NA,300
8,11,27,4,2,1,NA,NA,800
9,3,27,4,2,2,1,4,0
6,3,27,4,3,2,NA,NA,1000
8,12,27,4,1,2,NA,NA,1600
5,3,27,4,2,1,2,4,0
13,8,27,4,1,6,1,4,0
9,10,27,4,3,2,2,5,NA
6,4,27,4,1,2,NA,NA,2000
4,12,27,4,4,2,NA,NA,20000
11,1,27,4,1,3,1,5,0
7,11,27,4,2,8,NA,NA,200
9,12,27,4,1,2,NA,NA,NA
6,2,27,4,3,2,NA,NA,NA
5,12,27,4,1,1,1,5,1500
7,3,27,4,3,8,NA,NA,500
10,9,27,4,2,3,1,4,0
5,2,27,4,1,1,1,3,NA
7,12,27,4,2,4,NA,NA,200
2,1,27,4,2,5,NA,NA,1800
11,8,27,4,2,1,2,6,55000
9,11,27,4,3,1,NA,NA,NA
10,12,27,4,2,3,1,4,0
5,6,27,4,1,4,1,3,11000
10,6,27,4,2,8,NA,NA,NA
2,6,27,4,4,1,NA,NA,1600
2,11,27,4,1,1,NA,NA,2000
11,7,27,4,3,1,4,4,0
9,9,27,4,2,2,5,4,5000
6,12,27,4,4,2,NA,NA,800
8,8,27,4,2,2,NA,NA,600
4,12,27,4,1,2,NA,NA,0
5,4,27,4,3,5,1,5,1500
8,7,27,4,3,1,NA,NA,30000
8,10,27,4,3,1,NA,NA,500
10,6,27,4,1,3,1,6,NA
10,1,27,4,1,3,NA,NA,0
7,9,27,4,2,2,NA,NA,90000
2,9,27,4,2,1,NA,NA,1000
5,8,27,4,3,1,4,5,14500
13,12,27,4,3,3,1,4,0
9,12,27,4,2,8,NA,NA,NA
2,11,27,4,3,1,NA,NA,2500
2,10,27,4,3,1,NA,NA,1700
9,3,27,4,2,1,1,6,0
4,12,27,4,4,2,NA,NA,100000
6,8,27,4,1,4,NA,NA,7500
9,10,27,4,2,1,NA,NA,0
2,4,27,4,2,4,NA,NA,3000
1,99,27,4,3,1,3,5,30000
10,5,27,4,1,2,1,4,0
7,8,27,4,3,2,NA,NA,180
1,7,27,4,4,1,NA,NA,200000
9,7,27,4,2,3,NA,NA,NA
1,10,27,4,2,5,2,6,250000
7,6,27,4,2,2,NA,NA,1000
13,10,27,4,2,1,2,6,0
2,3,27,4,2,1,NA,NA,2000
8,12,27,4,2,8,NA,NA,300
5,11,27,4,3,1,1,9,13000
6,7,27,4,4,2,2,8,250
5,2,27,4,1,1,9,9,10000
7,3,27,4,3,2,NA,NA,3500
4,12,27,4,4,2,NA,NA,12000
6,6,27,4,4,2,NA,NA,15000
7,11,27,4,2,5,NA,NA,NA
5,5,27,4,2,5,2,5,3000
3,11,27,4,2,1,NA,NA,1000
11,11,27,4,3,1,1,5,NA
8,1,27,4,1,8,NA,NA,2500
10,8,27,4,2,3,2,3,0
3,2,27,4,1,3,NA,NA,NA
8,2,27,4,1,2,NA,NA,1000
4,11,27,4,2,2,NA,NA,0
9,11,27,4,2,3,1,5,NA
13,5,27,4,3,2,1,3,0
11,11,27,4,3,2,2,5,0
5,12,27,4,2,1,1,2,NA
3,3,27,4,4,1,NA,NA,8000
2,1,27,4,2,1,NA,NA,2000
4,6,27,4,4,2,NA,NA,12000
7,12,27,4,2,7,NA,NA,NA
6,3,27,4,2,4,NA,NA,8000
9,3,27,4,1,3,NA,NA,0
8,11,27,4,1,2,NA,NA,1600
8,9,27,4,1,2,NA,NA,1600
7,7,27,4,1,8,NA,NA,5000
2,6,27,4,1,1,NA,NA,28000
5,2,27,4,2,1,1,2,10000
5,8,27,4,2,1,1,9,200
11,6,27,4,1,1,1,4,NA
9,11,27,4,1,3,1,9,0
2,4,27,4,4,1,NA,NA,22000
7,12,27,4,2,1,NA,NA,40000
5,10,27,4,3,1,1,4,2000
3,8,27,4,1,3,NA,NA,650
11,7,27,4,3,1,1,4,0
9,12,27,4,1,2,NA,NA,NA
7,3,27,4,2,8,NA,NA,2000
4,10,27,4,4,2,3,5,3000
7,7,27,4,1,4,NA,NA,200
7,12,27,4,2,3,NA,NA,7930
10,8,27,4,2,8,NA,NA,NA
8,7,27,4,2,3,NA,NA,200
2,8,27,4,2,1,NA,NA,1000
9,2,27,4,1,2,2,6,2000
8,12,27,4,1,3,NA,NA,700
9,11,27,4,2,3,NA,NA,NA
2,6,27,4,2,1,NA,NA,3000
5,10,27,4,1,1,2,3,18000
7,2,27,4,3,2,NA,NA,500
11,6,27,4,3,1,2,3,0
8,11,27,4,2,2,NA,NA,7000
10,5,27,4,3,2,NA,NA,0
5,3,27,4,2,1,2,4,5000
7,8,27,4,1,2,NA,NA,500
10,10,27,4,3,2,NA,NA,NA
7,9,27,4,2,2,NA,NA,400
4,1,27,4,3,2,NA,NA,10000
10,9,27,4,3,2,1,6,NA
5,7,27,4,3,1,6,4,4000
2,2,27,4,3,1,NA,NA,8000
7,7,27,4,1,3,NA,NA,NA
6,10,27,4,1,6,NA,NA,4000
3,9,27,4,1,3,NA,NA,800
5,3,27,4,1,1,2,3,5200
5,12,27,4,3,5,2,8,15000
3,2,27,4,2,4,NA,NA,3000
13,9,27,4,2,4,1,4,0
8,10,27,4,1,2,NA,NA,1600
5,2,27,4,1,1,9,9,4000
2,6,27,4,3,1,NA,NA,800
9,10,27,4,2,3,1,6,NA
5,12,27,4,2,3,2,6,15000
7,9,27,4,2,2,NA,NA,10000
10,11,27,4,3,2,6,4,0
7,2,27,4,3,3,NA,NA,300
5,6,27,4,2,1,1,4,6000
3,10,27,4,2,1,NA,NA,2500
10,11,27,4,1,1,1,5,0
7,5,27,4,2,4,NA,NA,700
6,12,27,4,2,2,NA,NA,3000
2,7,27,4,1,1,NA,NA,7000
5,6,27,4,1,1,2,3,5000
8,8,27,4,2,2,NA,NA,14000
7,1,27,4,2,4,NA,NA,200
10,3,27,4,3,2,NA,NA,3000
13,12,27,4,1,3,1,5,10000
13,6,27,4,2,5,1,2,0
5,12,27,4,3,1,2,3,0
4,10,27,4,4,2,NA,NA,0
10,3,27,4,2,1,1,3,0
2,7,27,4,3,1,NA,NA,600
2,9,27,4,3,1,NA,NA,8000
13,6,27,4,2,6,1,9,0
3,10,27,4,4,1,NA,NA,900
5,12,27,4,1,1,2,4,9000
8,12,27,4,2,5,NA,NA,200
7,9,27,4,3,2,NA,NA,25000
3,6,27,4,2,8,NA,NA,2000
8,6,27,4,1,1,NA,NA,800
9,7,27,4,2,2,1,4,NA
11,10,27,4,3,2,1,5,0
7,6,27,4,3,2,NA,NA,1000
7,8,27,4,2,8,NA,NA,900
2,2,27,4,1,5,NA,NA,5100
13,12,27,4,2,1,2,4,9000
9,7,27,4,2,1,NA,NA,NA
7,2,27,4,1,4,NA,NA,500
6,11,27,4,2,2,NA,NA,50
9,5,27,4,1,2,1,9,0
5,7,27,4,3,1,1,4,1000
3,10,27,4,4,1,NA,NA,200
5,11,27,4,2,5,1,9,280
2,4,27,4,2,1,NA,NA,5000
8,3,27,4,2,1,NA,NA,1900
11,7,27,4,3,1,1,5,0
9,7,27,4,1,3,1,3,NA
6,8,27,4,3,3,NA,NA,400
8,9,27,4,1,4,NA,NA,233000
2,12,27,4,2,5,NA,NA,10000
5,1,27,4,2,1,1,9,5000
7,9,27,4,2,3,NA,NA,5000
7,3,27,4,1,4,NA,NA,4500
13,8,27,4,2,1,3,4,0
5,2,27,4,1,1,1,5,3200
5,10,27,4,1,6,2,4,500
9,6,27,4,1,2,NA,NA,NA
6,11,27,4,4,2,NA,NA,800
6,9,27,4,3,2,NA,NA,1000
6,5,27,4,2,2,NA,NA,90
3,12,27,4,2,5,NA,NA,3000
3,10,27,4,2,3,NA,NA,3000
9,8,27,4,2,2,1,5,0
9,4,27,4,2,3,NA,NA,9999999
2,7,27,4,3,5,NA,NA,5000
7,2,27,4,3,4,NA,NA,2000
7,11,27,4,1,3,NA,NA,350
7,5,27,4,3,5,NA,NA,200
3,10,27,4,4,1,NA,NA,200
4,1,27,4,3,2,NA,NA,30000
7,12,27,4,2,2,NA,NA,400
9,10,27,4,1,3,NA,NA,NA
5,12,27,4,1,1,1,6,500
8,3,27,4,2,2,NA,NA,250
7,12,27,4,2,2,NA,NA,0
8,3,27,4,3,8,NA,NA,500
2,2,27,4,4,1,NA,NA,25000
11,1,27,4,3,1,3,3,0
5,7,27,4,3,1,2,4,1500
2,5,27,4,3,1,NA,NA,1200
5,10,27,4,4,1,1,5,300
10,2,27,4,2,2,1,6,0
11,5,27,4,2,2,1,6,0
2,1,27,4,3,5,NA,NA,1500
3,4,27,4,4,1,NA,NA,700
5,9,27,4,3,1,1,5,NA
8,10,27,4,2,2,NA,NA,800
4,12,27,4,2,2,1,4,3000
2,6,27,4,1,4,NA,NA,800
9,5,27,4,1,1,NA,NA,0
9,8,27,4,2,1,NA,NA,50000
8,9,27,4,1,1,NA,NA,1400
2,3,27,4,4,1,NA,NA,800
2,9,27,4,1,1,NA,NA,12000
9,11,27,4,2,1,1,7,NA
14,11,27,4,3,1,1,6,0
9,7,27,4,1,2,NA,NA,NA
6,7,27,4,3,1,NA,NA,NA
7,12,27,4,1,4,NA,NA,16000
2,6,27,4,2,4,NA,NA,12000
2,12,27,4,2,4,NA,NA,12000
4,7,27,4,3,2,NA,NA,NA
7,12,27,4,2,4,NA,NA,3500
3,6,27,4,4,1,NA,NA,5000
6,11,27,4,1,1,NA,NA,2000
3,9,27,4,3,1,NA,NA,15000
8,10,27,4,1,2,NA,NA,1400
2,2,27,4,9,5,NA,NA,700
5,10,27,4,2,1,2,5,8000
10,99,27,4,2,2,1,9,0
5,12,27,4,2,6,2,4,5000
4,5,27,4,1,2,NA,NA,0
6,3,27,4,2,2,NA,NA,500
2,3,27,4,3,1,NA,NA,3000
9,8,27,4,3,2,2,5,0
5,6,27,4,2,4,1,3,13000
8,6,27,4,1,1,NA,NA,5000
5,11,27,4,1,1,2,3,12000
7,11,27,4,3,2,NA,NA,0
2,7,27,4,2,1,NA,NA,7000
3,6,27,4,3,1,NA,NA,NA
11,11,27,4,3,2,1,6,0
9,7,27,4,2,2,1,9,NA
13,5,27,4,2,5,1,2,0
7,8,27,4,2,4,NA,NA,15000
7,5,27,4,3,8,NA,NA,2500
11,12,27,4,3,1,4,4,0
6,10,27,4,2,4,NA,NA,3000
7,4,27,4,2,4,NA,NA,200
5,11,27,4,3,1,1,6,3000
10,11,27,4,1,2,1,5,0
4,12,27,4,4,2,NA,NA,0
6,2,27,4,1,2,NA,NA,300
2,3,27,4,2,1,NA,NA,5000
9,3,27,4,2,2,1,5,7000
9,6,27,4,2,3,NA,NA,NA
7,8,27,4,2,1,NA,NA,300
4,12,23,5,1,2,NA,NA,35000
13,6,23,5,2,3,1,5,0
9,2,23,5,1,2,1,4,0
3,8,23,5,4,2,NA,NA,1000
6,12,23,5,4,2,NA,NA,5000
4,7,23,5,2,2,NA,NA,30000
2,6,23,5,9,5,NA,NA,1500
1,9,23,5,4,3,NA,NA,25000
2,10,23,5,3,5,NA,NA,0
7,5,23,5,2,2,NA,NA,1200
6,3,23,5,3,5,2,3,5000
4,10,23,5,4,2,NA,NA,8000
9,99,23,5,2,2,9,9,0
7,3,23,5,3,3,NA,NA,800
6,7,23,5,3,5,NA,NA,0
3,12,23,5,4,1,NA,NA,9999999
15,8,23,5,2,1,1,9,0
4,3,23,5,2,2,NA,NA,3000
3,2,23,5,2,2,NA,NA,50000
11,10,23,5,1,1,1,3,100
15,12,23,5,2,3,3,5,NA
4,12,23,5,4,2,NA,NA,4000
8,5,23,5,2,2,NA,NA,600
8,8,23,5,2,2,NA,NA,350
1,1,23,5,4,2,NA,NA,50000
4,2,23,5,9,2,NA,NA,15000
5,1,23,5,1,6,2,5,10000
5,11,23,5,1,6,1,6,7000
15,12,23,5,1,1,1,5,0
10,12,23,5,4,2,3,8,0
11,7,23,5,2,2,2,5,0
1,12,23,5,3,1,NA,NA,100000
4,9,23,5,2,2,NA,NA,30000
4,8,23,5,2,2,1,5,11500
7,8,23,5,3,8,NA,NA,0
5,5,23,5,2,1,2,4,10000
4,10,23,5,4,2,NA,NA,20000
3,4,23,5,4,2,NA,NA,9999999
4,7,23,5,3,2,2,5,0
9,12,23,5,2,8,NA,NA,NA
3,2,23,5,4,2,NA,NA,1000
9,99,23,5,2,2,9,9,0
2,12,23,5,2,4,NA,NA,500
8,12,23,5,1,4,NA,NA,2000
10,9,23,5,2,1,1,5,0
4,11,23,5,2,2,2,9,1000
7,8,23,5,3,2,NA,NA,2000
9,7,23,5,3,3,NA,NA,8000
9,3,23,5,1,2,NA,NA,NA
9,10,23,5,1,3,NA,NA,0
3,10,23,5,4,2,NA,NA,2000
8,4,23,5,1,2,NA,NA,10000
4,99,23,5,4,2,NA,NA,3000
9,1,23,5,2,2,NA,NA,5000
2,12,23,5,4,2,NA,NA,1200
7,99,23,5,4,2,NA,NA,2500
5,1,23,5,3,1,2,8,NA
10,9,23,5,2,1,NA,NA,0
9,3,23,5,2,2,NA,NA,NA
3,3,23,5,4,2,NA,NA,1200
9,3,23,5,2,3,1,9,0
4,5,23,5,4,2,NA,NA,2000
10,11,23,5,2,4,1,4,NA
5,2,23,5,1,1,1,5,3000
7,10,23,5,3,2,NA,NA,40000
4,2,23,5,2,2,NA,NA,35000
5,3,23,5,3,1,2,3,30000
2,10,23,5,4,1,NA,NA,20000
6,9,23,5,3,1,NA,NA,5000
4,2,23,5,1,2,NA,NA,44000
9,8,23,5,2,2,NA,NA,4000
7,5,23,5,1,2,NA,NA,9999999
10,12,23,5,2,3,2,8,0
5,1,23,5,1,1,2,5,8000
8,8,23,5,9,2,NA,NA,1000
4,1,23,5,4,2,NA,NA,3000
3,10,23,5,4,2,NA,NA,2000
8,3,23,5,2,2,NA,NA,15000
5,1,23,5,3,1,2,3,4000
6,9,23,5,1,1,NA,NA,8000
5,11,23,5,2,1,2,8,9000
3,3,23,5,4,2,NA,NA,NA
7,1,23,5,1,4,NA,NA,3000
2,99,23,5,4,2,NA,NA,300
15,11,23,5,1,1,1,9,0
3,10,23,5,3,2,NA,NA,1200
10,99,23,5,2,3,1,5,0
4,10,23,5,3,2,1,4,NA
5,12,23,5,2,1,1,9,500
3,99,23,5,4,2,NA,NA,0
13,11,23,5,2,1,1,3,NA
2,5,23,5,1,1,NA,NA,5000
1,6,23,5,2,4,NA,NA,35000
5,12,23,5,1,1,3,3,3000
7,99,23,5,4,2,NA,NA,2500
15,10,23,5,2,1,1,9,0
10,11,23,5,3,2,3,8,0
10,10,23,5,3,1,1,4,0
10,99,23,5,2,3,1,4,0
2,6,23,5,4,1,NA,NA,400
5,9,23,5,2,1,4,6,50000
6,3,23,5,1,5,NA,NA,1300
13,2,23,5,3,4,1,5,NA
6,6,23,5,2,3,NA,NA,1000
5,7,23,5,4,1,2,4,6000
4,10,23,5,3,2,NA,NA,NA
3,4,23,5,4,2,NA,NA,800
3,1,23,5,1,2,NA,NA,800
15,9,23,5,2,1,1,9,0
7,12,23,5,1,4,NA,NA,30000
7,99,23,5,2,2,NA,NA,800
4,6,23,5,1,2,NA,NA,2000
8,6,23,5,2,8,NA,NA,350
9,6,23,5,1,2,2,9,0
9,10,23,5,2,2,2,8,0
6,11,23,5,2,1,NA,NA,10000
7,10,23,5,3,4,NA,NA,47000
5,2,23,5,1,4,2,5,14000
2,3,23,5,3,1,NA,NA,2000
8,9,23,5,2,4,NA,NA,1200
3,3,23,5,4,2,NA,NA,500
3,12,23,5,1,2,NA,NA,3000
10,12,23,5,1,8,1,5,0
2,11,23,5,4,1,NA,NA,5000
3,6,23,5,2,2,NA,NA,0
7,2,23,5,4,1,NA,NA,10000
6,7,23,5,2,5,NA,NA,3000
5,9,23,5,9,1,2,3,15000
3,99,23,5,4,2,NA,NA,300
2,99,23,5,3,1,NA,NA,2000
5,9,23,5,3,1,3,4,3500
4,3,23,5,1,2,NA,NA,0
11,3,23,5,4,2,1,6,5000
9,12,23,5,2,2,NA,NA,0
10,10,23,5,3,1,1,5,NA
6,11,23,5,4,2,NA,NA,9000
10,10,23,5,3,2,3,6,0
4,1,23,5,3,2,NA,NA,40000
10,2,23,5,2,2,1,4,NA
6,1,23,5,2,1,NA,NA,15000
9,5,23,5,2,2,NA,NA,10000
3,1,23,5,4,1,NA,NA,7000
7,3,23,5,3,1,NA,NA,7000
5,2,23,5,1,1,3,5,500
5,5,23,5,3,1,1,5,2000
10,99,23,5,3,2,2,9,0
6,5,23,5,3,1,2,3,1400
4,9,23,5,4,2,NA,NA,NA
5,4,23,5,3,1,2,3,2000
3,7,23,5,9,2,NA,NA,NA
10,4,23,5,2,3,1,5,NA
2,3,23,5,3,2,NA,NA,2000
9,1,23,5,1,2,NA,NA,200
7,3,23,5,9,9,NA,NA,2000
5,2,23,5,3,1,6,5,3000
9,6,23,5,2,1,NA,NA,NA
13,10,23,5,3,3,1,3,0
4,1,23,5,3,2,NA,NA,3000
4,11,23,5,4,2,NA,NA,30000
4,11,23,5,3,2,1,4,NA
3,9,23,5,1,1,NA,NA,3000
10,12,23,5,3,1,1,6,0
5,10,23,5,4,1,2,4,1000
5,99,23,5,1,4,1,9,20000
3,11,23,5,1,1,NA,NA,10000
9,11,23,5,2,3,1,4,0
7,9,23,5,2,2,NA,NA,500
2,3,23,5,4,1,NA,NA,2000
3,2,23,5,3,2,NA,NA,NA
13,3,23,5,3,2,4,9,0
13,12,23,5,4,1,1,4,0
2,2,23,5,1,5,NA,NA,1000
10,9,23,5,2,2,1,6,0
2,8,23,5,4,1,NA,NA,3000
8,8,23,5,1,2,NA,NA,10000
3,8,23,5,2,2,NA,NA,15000
4,11,23,5,3,2,1,3,1500
9,9,23,5,2,3,NA,NA,0
7,3,23,5,3,1,NA,NA,3000
7,3,23,5,3,4,NA,NA,200
5,3,23,5,3,1,2,8,10000
9,7,23,5,2,2,NA,NA,0
1,5,23,5,2,4,NA,NA,50000
2,7,23,5,4,1,NA,NA,7000
2,2,23,5,3,1,NA,NA,400
5,5,23,5,1,6,2,6,2000
5,12,23,5,3,1,2,9,6200
12,7,23,5,1,1,4,5,4000
10,12,23,5,3,1,1,5,0
10,12,23,5,3,8,NA,NA,0
3,6,23,5,1,2,NA,NA,8000
5,8,23,5,1,1,1,4,8000
13,11,23,5,3,6,1,5,0
8,1,23,5,2,4,NA,NA,100000
5,5,23,5,2,4,1,4,1000
3,3,23,5,4,2,NA,NA,500
5,8,23,5,4,1,2,8,5000
5,8,23,5,2,1,2,4,400
4,3,23,5,4,2,NA,NA,25000
4,7,23,5,3,2,NA,NA,NA
2,5,23,5,3,1,NA,NA,300
5,4,23,5,1,6,1,5,6000
2,11,23,5,1,1,NA,NA,5000
3,11,23,5,2,2,NA,NA,0
2,99,23,5,4,1,NA,NA,500
1,4,23,5,2,5,NA,NA,60000
13,11,23,5,2,3,1,4,0
4,5,23,5,3,2,1,4,35000
3,10,23,5,3,1,NA,NA,NA
7,4,23,5,2,2,NA,NA,1000
3,4,23,5,3,1,NA,NA,400
8,2,23,5,2,2,NA,NA,0
8,9,23,5,2,2,NA,NA,15000
7,10,23,5,1,3,NA,NA,1200
3,9,23,5,3,2,NA,NA,1000
8,11,23,5,1,4,NA,NA,24500
2,1,23,5,2,5,NA,NA,0
2,9,23,5,3,5,NA,NA,4500
9,9,23,5,2,2,NA,NA,NA
5,1,23,5,3,1,1,4,4000
4,1,23,5,4,2,NA,NA,30000
11,8,23,5,2,1,1,5,0
10,99,23,5,3,1,1,4,9999999
3,4,23,5,4,2,NA,NA,500
3,99,23,5,4,2,NA,NA,0
7,8,23,5,2,3,NA,NA,7000
13,99,23,5,9,1,1,9,0
9,11,23,5,3,1,2,5,9999999
2,10,23,5,2,5,NA,NA,800
3,2,23,5,3,1,NA,NA,600
2,9,23,5,9,9,NA,NA,0
9,1,23,5,1,3,2,4,18000
9,10,23,5,2,3,NA,NA,NA
5,1,23,5,1,1,2,4,7000
7,11,23,5,2,3,NA,NA,14000
3,5,23,5,3,2,NA,NA,300
9,5,23,5,1,2,NA,NA,0
9,8,23,5,2,1,1,5,NA
5,4,23,5,2,4,2,4,4500
9,10,23,5,1,2,NA,NA,15000
7,11,23,5,2,4,NA,NA,800
2,10,23,5,4,2,NA,NA,3000
8,8,23,5,3,4,NA,NA,1000
3,10,23,5,3,1,NA,NA,NA
5,3,23,5,1,1,2,8,8000
5,10,23,5,3,1,2,6,20000
5,9,23,5,3,1,2,4,0
9,11,23,5,2,2,NA,NA,0
3,3,23,5,4,1,NA,NA,3000
3,12,23,5,3,2,NA,NA,300
11,2,23,5,3,2,1,4,200
4,4,23,5,2,2,NA,NA,NA
8,11,23,5,2,2,NA,NA,2500
4,11,23,5,3,2,NA,NA,12000
9,3,23,5,1,2,NA,NA,8000
7,8,23,5,4,2,NA,NA,5000
5,2,23,5,3,1,2,8,8000
5,2,23,5,3,1,1,3,15000
10,4,23,5,3,1,2,4,0
10,2,23,5,1,8,NA,NA,NA
8,3,23,5,9,8,NA,NA,1500
9,5,23,5,2,2,9,9,NA
10,9,23,5,2,1,NA,NA,0
8,3,23,5,1,2,NA,NA,400
4,11,23,5,4,2,NA,NA,20000
4,7,23,5,2,2,NA,NA,10000
9,5,23,5,4,1,3,5,2500
2,3,23,5,2,4,NA,NA,1000
2,4,23,5,2,4,NA,NA,2000
3,2,23,5,3,2,NA,NA,NA
2,1,23,5,3,5,NA,NA,1500
10,6,23,5,1,3,3,6,0
1,11,23,5,2,4,NA,NA,5000
9,11,23,5,2,1,1,5,NA
8,12,23,5,1,2,NA,NA,4000
7,5,23,5,3,2,NA,NA,1000
2,5,23,5,2,1,NA,NA,1000
4,5,23,5,1,2,NA,NA,1300
10,1,23,5,2,3,1,2,0
1,3,23,5,1,1,NA,NA,9999999
3,12,23,5,1,1,NA,NA,3000
6,3,23,5,2,3,NA,NA,1300
9,4,23,5,2,2,NA,NA,NA
2,5,23,5,3,1,NA,NA,3000
4,3,23,5,4,2,NA,NA,20000
3,11,23,5,2,1,NA,NA,NA
8,2,23,5,2,2,NA,NA,170
15,12,23,5,3,1,6,8,400
4,10,23,5,1,2,NA,NA,30000
3,7,23,5,4,2,NA,NA,0
7,2,23,5,2,2,NA,NA,1000
5,10,23,5,4,6,9,9,4800
3,9,23,5,3,2,NA,NA,1000
9,4,23,5,1,1,4,8,0
2,2,23,5,2,1,NA,NA,600
8,8,23,5,2,1,NA,NA,7100
5,7,23,5,4,5,3,5,6000
5,9,23,5,1,1,1,9,5000
7,3,23,5,2,2,NA,NA,9999999
2,6,23,5,2,1,NA,NA,30000
5,9,23,5,4,1,1,4,0
2,3,23,5,4,1,NA,NA,500
5,11,23,5,4,1,4,4,3000
2,4,23,5,2,2,NA,NA,2000
2,5,23,5,4,2,NA,NA,1000
9,6,23,5,2,2,2,4,0
7,2,23,5,1,8,NA,NA,1500
4,11,23,5,4,2,2,3,3000
11,12,23,5,3,1,1,5,0
11,2,23,5,3,2,1,6,0
3,99,23,5,2,5,NA,NA,5000
6,9,23,5,9,2,NA,NA,800
2,6,23,5,4,2,NA,NA,700
8,2,23,5,3,2,NA,NA,NA
5,6,23,5,3,1,1,5,800
2,6,23,5,2,5,2,5,2000
2,10,23,5,4,1,NA,NA,6000
9,2,23,5,2,2,1,5,NA
11,4,23,5,2,1,1,3,NA
5,9,23,5,3,6,1,4,5000
2,7,23,5,4,1,NA,NA,2000
4,7,23,5,4,2,2,5,9999999
3,2,23,5,1,2,NA,NA,800
9,5,23,5,1,2,9,9,0
7,7,23,5,3,4,NA,NA,4000
5,99,23,5,1,1,1,6,1500
4,3,23,5,9,2,NA,NA,5000
11,7,23,5,3,1,1,5,0
8,4,23,5,3,2,NA,NA,2500
2,12,23,5,1,1,NA,NA,25000
2,6,23,5,1,1,NA,NA,2500
10,5,23,5,1,1,NA,NA,0
4,8,23,5,1,2,NA,NA,3000
10,5,23,5,2,1,1,4,0
8,9,23,5,3,8,NA,NA,0
5,8,23,5,3,1,2,8,2000
8,9,23,5,1,2,NA,NA,2000
8,8,23,5,2,2,NA,NA,500
9,11,23,5,2,8,NA,NA,0
9,4,23,5,2,2,9,9,NA
3,6,23,5,3,2,NA,NA,500
6,7,23,5,1,2,NA,NA,3000
8,7,23,5,3,8,NA,NA,500
11,99,23,5,2,1,2,3,0
3,4,23,5,4,2,NA,NA,500
7,5,23,5,4,2,NA,NA,1500
9,12,23,5,2,2,1,4,NA
